what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466134010502
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466134028008
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1466134064224
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466134118013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466134118364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466134118853
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466134120023
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1466134122472
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466134129569
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466134141866
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466134145922
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1466134152098
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1466134152306
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466134166319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466134167106
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466134168946
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1466134171969
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1466134180594
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1466134184328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1466134189308
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1466134193336
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466134200634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466134201442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1466134235056
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466134270247
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466134280344
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466134302516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466134334871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466134352978
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466134353999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466134400245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466134401157
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466134401160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466134405400
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1466134409803
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1466134419068
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466134422694
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466134430701
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466134440620
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466134443670
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466134443670
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1466134453277
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466134484247
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466134484936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466134485383
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466134488160
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466134511365
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466134515805
