what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465358810037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465358815404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465358815436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465358817042
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465358839165
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1465358840538
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1465358852784
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1465358858993
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1465358862706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465358869181
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465358869197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465358871100
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465358878838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465358882489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465358897621
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1465358897637
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1465358898807
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1465359037327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465359054691
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465359070324
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465359071946
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465359079981
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1465359105784
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1465359213013
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465359230548
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465359301999
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1465359312732
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1465359313372
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1465359332310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465359339533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465359376755
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1465359377691
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1465359378003
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1465359380920
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1465359382855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465359513179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465359518093
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1465359518155
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1465359518155
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465359568077
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465359569621
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1465359571790
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1465359574660
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1465359574957
